organisatie;org_afk;soort;onderwerp;datum;jaar_mndnr;maand_nr;jaar_wknr;week_nr;aantal
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2020-11-19;2020;11;2020;47;13
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2020-11-19;2020;11;2020;47;5
Raad van State;RvS;Divers;Aantal zieken;2020-11-19;2020;11;2020;47;27
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2020-11-19;2020;11;2020;47;156
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2020-11-20;2020;11;2020;47;621
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2020-11-20;2020;11;2020;47;28
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2020-11-20;2020;11;2020;47;3864
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2020-11-20;2020;11;2020;47;36
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2020-11-20;2020;11;2020;47;368
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2020-11-20;2020;11;2020;47;385
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2020-11-20;2020;11;2020;47;334
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2020-11-20;2020;11;2020;47;399
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2020-11-20;2020;11;2020;47;2718
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2020-11-20;2020;11;2020;47;806
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal zieken;2020-11-20;2020;11;2020;47;3
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2020-11-20;2020;11;2020;47;35
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2020-11-20;2020;11;2020;47;235
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2020-11-20;2020;11;2020;47;13
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2020-11-20;2020;11;2020;47;5
Raad van State;RvS;Divers;Aantal zieken;2020-11-20;2020;11;2020;47;27
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2020-11-20;2020;11;2020;47;154
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2020-11-21;2020;11;2020;47;584
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2020-11-21;2020;11;2020;47;27
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2020-11-21;2020;11;2020;47;3682
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2020-11-21;2020;11;2020;47;34
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2020-11-21;2020;11;2020;47;353
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2020-11-21;2020;11;2020;47;354
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2020-11-21;2020;11;2020;47;303
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2020-11-21;2020;11;2020;47;369
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2020-11-21;2020;11;2020;47;2555
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2020-11-21;2020;11;2020;47;760
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal zieken;2020-11-21;2020;11;2020;47;3
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2020-11-21;2020;11;2020;47;34
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2020-11-21;2020;11;2020;47;224
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2020-11-21;2020;11;2020;47;13
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2020-11-21;2020;11;2020;47;5
Raad van State;RvS;Divers;Aantal zieken;2020-11-21;2020;11;2020;47;24
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2020-11-21;2020;11;2020;47;153
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2020-11-22;2020;11;2020;47;584
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2020-11-22;2020;11;2020;47;27
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2020-11-22;2020;11;2020;47;3678
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2020-11-22;2020;11;2020;47;34
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2020-11-22;2020;11;2020;47;354
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2020-11-22;2020;11;2020;47;354
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2020-11-22;2020;11;2020;47;303
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2020-11-22;2020;11;2020;47;369
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2020-11-22;2020;11;2020;47;2552
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2020-11-22;2020;11;2020;47;759
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal zieken;2020-11-22;2020;11;2020;47;3
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2020-11-22;2020;11;2020;47;34
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2020-11-22;2020;11;2020;47;223
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2020-11-22;2020;11;2020;47;13
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2020-11-22;2020;11;2020;47;5
Raad van State;RvS;Divers;Aantal zieken;2020-11-22;2020;11;2020;47;24
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2020-11-22;2020;11;2020;47;152
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2020-11-23;2020;11;2020;48;628
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2020-11-23;2020;11;2020;48;27
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2020-11-23;2020;11;2020;48;3749
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2020-11-23;2020;11;2020;48;38
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2020-11-23;2020;11;2020;48;371
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2020-11-23;2020;11;2020;48;378
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2020-11-23;2020;11;2020;48;316
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2020-11-23;2020;11;2020;48;419
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2020-11-23;2020;11;2020;48;2671
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2020-11-23;2020;11;2020;48;790
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal zieken;2020-11-23;2020;11;2020;48;4
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2020-11-23;2020;11;2020;48;35
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2020-11-23;2020;11;2020;48;237
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2020-11-23;2020;11;2020;48;13
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2020-11-23;2020;11;2020;48;5
Raad van State;RvS;Divers;Aantal zieken;2020-11-23;2020;11;2020;48;24
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2020-11-23;2020;11;2020;48;160
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2020-11-24;2020;11;2020;48;633
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2020-11-24;2020;11;2020;48;27
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2020-11-24;2020;11;2020;48;3781
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2020-11-24;2020;11;2020;48;39
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2020-11-24;2020;11;2020;48;374
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2020-11-24;2020;11;2020;48;381
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2020-11-24;2020;11;2020;48;323
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2020-11-24;2020;11;2020;48;422
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2020-11-24;2020;11;2020;48;2689
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2020-11-24;2020;11;2020;48;798
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal zieken;2020-11-24;2020;11;2020;48;4
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2020-11-24;2020;11;2020;48;36
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2020-11-24;2020;11;2020;48;242
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2020-11-24;2020;11;2020;48;13
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2020-11-24;2020;11;2020;48;5
Raad van State;RvS;Divers;Aantal zieken;2020-11-24;2020;11;2020;48;26
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2020-11-24;2020;11;2020;48;163
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2020-11-25;2020;11;2020;48;627
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2020-11-25;2020;11;2020;48;29
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2020-11-25;2020;11;2020;48;3824
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2020-11-25;2020;11;2020;48;38
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2020-11-25;2020;11;2020;48;372
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2020-11-25;2020;11;2020;48;379
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2020-11-25;2020;11;2020;48;321
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2020-11-25;2020;11;2020;48;422
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2020-11-25;2020;11;2020;48;2706
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2020-11-25;2020;11;2020;48;800
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal zieken;2020-11-25;2020;11;2020;48;4
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2020-11-25;2020;11;2020;48;35
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2020-11-25;2020;11;2020;48;241
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2020-11-25;2020;11;2020;48;15
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2020-11-25;2020;11;2020;48;5
Raad van State;RvS;Divers;Aantal zieken;2020-11-25;2020;11;2020;48;31
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2020-11-25;2020;11;2020;48;163
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2020-11-26;2020;11;2020;48;639
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2020-11-26;2020;11;2020;48;29
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2020-11-26;2020;11;2020;48;3839
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2020-11-26;2020;11;2020;48;38
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2020-11-26;2020;11;2020;48;373
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2020-11-26;2020;11;2020;48;381
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2020-11-26;2020;11;2020;48;326
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2020-11-26;2020;11;2020;48;432
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2020-11-26;2020;11;2020;48;2722
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2020-11-26;2020;11;2020;48;811
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal zieken;2020-11-26;2020;11;2020;48;4
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2020-11-26;2020;11;2020;48;36
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2020-11-26;2020;11;2020;48;247
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2020-11-26;2020;11;2020;48;16
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2020-11-26;2020;11;2020;48;5
Raad van State;RvS;Divers;Aantal zieken;2020-11-26;2020;11;2020;48;31
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2020-11-26;2020;11;2020;48;159
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2020-11-27;2020;11;2020;48;638
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2020-11-27;2020;11;2020;48;28
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2020-11-27;2020;11;2020;48;3820
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2020-11-27;2020;11;2020;48;36
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2020-11-27;2020;11;2020;48;367
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2020-11-27;2020;11;2020;48;371
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2020-11-27;2020;11;2020;48;332
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2020-11-27;2020;11;2020;48;426
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2020-11-27;2020;11;2020;48;2694
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2020-11-27;2020;11;2020;48;815
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal zieken;2020-11-27;2020;11;2020;48;4
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2020-11-27;2020;11;2020;48;36
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2020-11-27;2020;11;2020;48;247
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2020-11-27;2020;11;2020;48;15
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2020-11-27;2020;11;2020;48;5
Raad van State;RvS;Divers;Aantal zieken;2020-11-27;2020;11;2020;48;32
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2020-11-27;2020;11;2020;48;156
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2020-11-28;2020;11;2020;48;575
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2020-11-28;2020;11;2020;48;27
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2020-11-28;2020;11;2020;48;3677
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2020-11-28;2020;11;2020;48;34
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2020-11-28;2020;11;2020;48;349
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2020-11-28;2020;11;2020;48;349
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2020-11-28;2020;11;2020;48;307
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2020-11-28;2020;11;2020;48;376
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2020-11-28;2020;11;2020;48;2533
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2020-11-28;2020;11;2020;48;775
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal zieken;2020-11-28;2020;11;2020;48;4
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2020-11-28;2020;11;2020;48;32
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2020-11-28;2020;11;2020;48;226
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2020-11-28;2020;11;2020;48;13
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2020-11-28;2020;11;2020;48;5
Raad van State;RvS;Divers;Aantal zieken;2020-11-28;2020;11;2020;48;30
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2020-11-28;2020;11;2020;48;145
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2020-11-29;2020;11;2020;48;573
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2020-11-29;2020;11;2020;48;27
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2020-11-29;2020;11;2020;48;3676
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2020-11-29;2020;11;2020;48;34
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2020-11-29;2020;11;2020;48;349
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2020-11-29;2020;11;2020;48;350
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2020-11-29;2020;11;2020;48;307
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2020-11-29;2020;11;2020;48;376
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2020-11-29;2020;11;2020;48;2537
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2020-11-29;2020;11;2020;48;780
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal zieken;2020-11-29;2020;11;2020;48;4
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2020-11-29;2020;11;2020;48;32
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2020-11-29;2020;11;2020;48;226
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2020-11-29;2020;11;2020;48;13
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2020-11-29;2020;11;2020;48;5
Raad van State;RvS;Divers;Aantal zieken;2020-11-29;2020;11;2020;48;30
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2020-11-29;2020;11;2020;48;144
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2020-11-30;2020;11;2020;49;622
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2020-11-30;2020;11;2020;49;29
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2020-11-30;2020;11;2020;49;3768
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2020-11-30;2020;11;2020;49;37
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2020-11-30;2020;11;2020;49;364
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2020-11-30;2020;11;2020;49;374
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2020-11-30;2020;11;2020;49;335
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2020-11-30;2020;11;2020;49;419
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2020-11-30;2020;11;2020;49;2668
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2020-11-30;2020;11;2020;49;796
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal zieken;2020-11-30;2020;11;2020;49;5
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2020-11-30;2020;11;2020;49;36
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2020-11-30;2020;11;2020;49;238
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2020-11-30;2020;11;2020;49;13
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2020-11-30;2020;11;2020;49;6
Raad van State;RvS;Divers;Aantal zieken;2020-11-30;2020;11;2020;49;31
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2020-11-30;2020;11;2020;49;152
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2020-12-01;2020;12;2020;49;631
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2020-12-01;2020;12;2020;49;30
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2020-12-01;2020;12;2020;49;3777
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2020-12-01;2020;12;2020;49;39
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2020-12-01;2020;12;2020;49;361
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2020-12-01;2020;12;2020;49;381
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2020-12-01;2020;12;2020;49;342
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2020-12-01;2020;12;2020;49;426
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2020-12-01;2020;12;2020;49;2676
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2020-12-01;2020;12;2020;49;801
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal zieken;2020-12-01;2020;12;2020;49;5
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2020-12-01;2020;12;2020;49;33
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2020-12-01;2020;12;2020;49;234
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2020-12-01;2020;12;2020;49;12
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2020-12-01;2020;12;2020;49;6
Raad van State;RvS;Divers;Aantal zieken;2020-12-01;2020;12;2020;49;32
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2020-12-01;2020;12;2020;49;157
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2020-12-02;2020;12;2020;49;631
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2020-12-02;2020;12;2020;49;29
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2020-12-02;2020;12;2020;49;3787
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2020-12-02;2020;12;2020;49;37
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2020-12-02;2020;12;2020;49;359
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2020-12-02;2020;12;2020;49;389
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2020-12-02;2020;12;2020;49;341
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2020-12-02;2020;12;2020;49;416
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2020-12-02;2020;12;2020;49;2713
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2020-12-02;2020;12;2020;49;804
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal zieken;2020-12-02;2020;12;2020;49;5
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2020-12-02;2020;12;2020;49;34
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2020-12-02;2020;12;2020;49;231
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2020-12-02;2020;12;2020;49;12
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2020-12-02;2020;12;2020;49;6
Raad van State;RvS;Divers;Aantal zieken;2020-12-02;2020;12;2020;49;31
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2020-12-02;2020;12;2020;49;157
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2020-12-03;2020;12;2020;49;629
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2020-12-03;2020;12;2020;49;31
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2020-12-03;2020;12;2020;49;3846
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2020-12-03;2020;12;2020;49;36
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2020-12-03;2020;12;2020;49;362
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2020-12-03;2020;12;2020;49;388
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2020-12-03;2020;12;2020;49;348
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2020-12-03;2020;12;2020;49;427
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2020-12-03;2020;12;2020;49;2713
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2020-12-03;2020;12;2020;49;824
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal zieken;2020-12-03;2020;12;2020;49;6
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2020-12-03;2020;12;2020;49;37
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2020-12-03;2020;12;2020;49;230
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2020-12-03;2020;12;2020;49;13
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2020-12-03;2020;12;2020;49;7
Raad van State;RvS;Divers;Aantal zieken;2020-12-03;2020;12;2020;49;32
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2020-12-03;2020;12;2020;49;152
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2020-12-04;2020;12;2020;49;633
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2020-12-04;2020;12;2020;49;31
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2020-12-04;2020;12;2020;49;3814
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2020-12-04;2020;12;2020;49;36
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2020-12-04;2020;12;2020;49;364
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2020-12-04;2020;12;2020;49;385
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2020-12-04;2020;12;2020;49;347
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2020-12-04;2020;12;2020;49;422
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2020-12-04;2020;12;2020;49;2699
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2020-12-04;2020;12;2020;49;809
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal zieken;2020-12-04;2020;12;2020;49;6
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2020-12-04;2020;12;2020;49;35
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2020-12-04;2020;12;2020;49;230
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2020-12-04;2020;12;2020;49;13
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2020-12-04;2020;12;2020;49;6
Raad van State;RvS;Divers;Aantal zieken;2020-12-04;2020;12;2020;49;32
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2020-12-04;2020;12;2020;49;151
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2020-12-05;2020;12;2020;49;571
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2020-12-05;2020;12;2020;49;30
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2020-12-05;2020;12;2020;49;3659
Hoge Colleges van Staat;HCvS;Divers;Aantal zieken;2020-12-05;2020;12;2020;49;32
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal zieken;2020-12-05;2020;12;2020;49;344
Ministerie van OCW;OCW;Ministerie;Aantal zieken;2020-12-05;2020;12;2020;49;349
Ministerie van V.W.S.;VWS;Ministerie;Aantal zieken;2020-12-05;2020;12;2020;49;317
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal zieken;2020-12-05;2020;12;2020;49;379
Ministerie van Financien;FIN;Ministerie;Aantal zieken;2020-12-05;2020;12;2020;49;2516
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal zieken;2020-12-05;2020;12;2020;49;749
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal zieken;2020-12-05;2020;12;2020;49;6
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal zieken;2020-12-05;2020;12;2020;49;34
Ministerie van LNV;LNV;Ministerie;Aantal zieken;2020-12-05;2020;12;2020;49;217
Autoriteit Persoonsgegevens;AP;Divers;Aantal zieken;2020-12-05;2020;12;2020;49;12
Bureau Financieel Toezicht;BFT;Divers;Aantal zieken;2020-12-05;2020;12;2020;49;6
Raad van State;RvS;Divers;Aantal zieken;2020-12-05;2020;12;2020;49;30
Buitenlandse zaken;BuZa;Ministerie;Aantal zieken;2020-12-05;2020;12;2020;49;147
Ministerie van BZK;BZK;Ministerie;Aantal zieken;2020-12-06;2020;12;2020;49;571
Ministerie van AZ;AZ;Ministerie;Aantal zieken;2020-12-06;2020;12;2020;49;30
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal zieken;2020-12-06;2020;12;2020;49;3665
